cntry,idno,year,tvtot,ppltrst,pplfair,pplhlp,happy,sclmeet,sclact,gndr,agea,partner
NO,11742,7,1,7,6,8,8,6,4,1,44,1
NO,11790,7,4,7,6,7,9,5,3,1,56,1
NO,11820,7,2,10,10,7,8,6,4,1,74,2
NO,11832,7,1,8,8,4,7,7,4,1,22,2
NO,11850,7,7,7,7,8,8,6,2,2,64,1
NO,11874,7,3,1,4,4,8,6,3,2,68,2
NO,11898,7,4,6,8,7,9,4,3,2,58,1
NO,11940,7,5,6,3,4,7,6,3,1,64,2
NO,11958,7,2,6,8,4,8,7,4,1,16,2
NO,11964,7,5,7,7,7,5,5,3,1,73,2
NO,11982,7,2,7,6,9,10,6,3,1,48,1
NO,12006,7,4,8,5,7,6,4,3,1,43,1
NO,12024,7,3,8,7,6,8,6,3,2,40,2
NO,12060,7,3,7,8,8,7,6,4,2,80,2
NO,12096,7,1,8,9,8,9,7,3,1,16,2
NO,12102,7,7,6,6,6,9,4,2,2,70,1
NO,12132,7,6,7,7,5,5,4,2,2,56,1
NO,12156,7,3,9,8,5,10,4,2,1,71,2
NO,12198,7,4,5,9,3,10,6,2,2,70,1
NO,12228,7,5,7,7,8,9,6,4,1,43,1
NO,12240,7,2,5,7,5,8,7,3,1,53,1
NO,12264,7,2,9,8,4,8,4,3,2,56,1
NO,12270,7,7,10,10,6,10,6,4,1,87,1
NO,12300,7,1,7,8,7,8,4,3,2,34,1
NO,12306,7,6,5,5,3,8,6,3,2,24,2
NO,12318,7,6,8,8,5,9,6,3,2,67,1
NO,12324,7,4,3,3,6,7,5,2,1,39,2
NO,12330,7,4,8,9,6,9,6,3,1,46,1
NO,12372,7,1,7,8,6,8,7,3,1,47,1
NO,12402,7,3,5,5,8,8,7,3,1,41,1
NO,12426,7,6,5,9,3,8,4,2,2,32,1
NO,12516,7,4,7,7,8,9,4,2,2,41,2
NO,12570,7,2,8,8,7,10,7,4,1,69,1
NO,12594,7,0,10,10,8,10,7,5,1,65,2
NO,12606,7,6,8,7,9,8,6,3,1,48,1
NO,12612,7,5,8,8,9,8,4,3,2,47,2
NO,12618,7,5,5,4,6,9,2,2,2,35,2
NO,12648,7,4,5,10,8,6,2,2,2,43,1
NO,12654,7,2,10,9,7,10,4,2,1,49,1
NO,12678,7,3,5,8,8,7,4,2,1,78,2
NO,12690,7,5,6,6,6,5,2,2,2,52,2
NO,12714,7,1,9,9,5,8,3,3,1,57,1
NO,12762,7,1,7,9,7,8,1,3,1,45,1
NO,12774,7,4,8,7,6,9,6,2,1,60,1
NO,12798,7,6,2,0,10,3,4,3,2,74,2
NO,12810,7,2,10,8,8,9,6,4,2,69,2
NO,12822,7,2,5,4,6,7,7,3,2,47,1
NO,12828,7,0,5,5,3,10,6,2,1,41,1
NO,12840,7,7,6,5,3,4,4,2,2,59,1
NO,12846,7,4,8,6,8,9,7,3,2,18,2
NO,12924,7,3,5,7,7,8,4,3,1,44,2
NO,12984,7,4,5,6,7,8,7,4,1,64,1
NO,13008,7,2,8,8,9,7,5,2,1,53,2
NO,13044,7,2,8,8,7,10,6,3,1,59,1
NO,13128,7,4,7,5,6,7,4,2,1,34,1
NO,13146,7,1,5,7,8,10,7,2,2,50,2
NO,13158,7,5,5,6,6,8,6,3,2,53,2
NO,13218,7,2,8,7,7,6,7,3,2,23,1
NO,13230,7,5,7,5,6,5,5,2,1,63,1
NO,13248,7,4,6,6,8,8,7,4,2,56,2
NO,13338,7,3,7,9,7,9,6,2,1,38,1
NO,13344,7,4,7,7,6,9,6,3,2,42,1
NO,13422,7,5,7,6,4,10,5,3,1,67,1
NO,13440,7,5,7,7,4,9,5,3,2,19,2
NO,13464,7,6,10,10,3,8,6,4,1,47,1
NO,13470,7,1,7,7,7,5,7,3,1,16,2
NO,13482,7,3,7,8,10,7,6,3,1,46,2
NO,13488,7,2,7,7,3,10,7,3,1,21,2
NO,13524,7,5,5,7,7,8,7,3,2,16,2
NO,13542,7,3,8,8,4,8,3,2,1,52,1
NO,13548,7,0,3,7,5,7,3,2,1,31,1
NO,13584,7,2,9,8,9,10,7,3,1,18,2
NO,13638,7,2,8,8,5,5,5,2,1,21,2
NO,13650,7,3,4,2,6,7,3,1,2,60,1
NO,13680,7,2,5,2,6,9,6,4,1,75,1
NO,13704,7,4,7,8,7,5,6,3,2,17,2
NO,13734,7,6,5,3,4,7,6,2,1,19,2
NO,13746,7,5,7,9,8,9,6,2,2,68,2
NO,13752,7,2,9,9,9,10,7,3,2,62,1
NO,13758,7,2,8,8,7,6,4,3,2,39,1
NO,13782,7,7,6,8,4,6,6,4,1,18,2
NO,13788,7,3,8,8,8,7,6,5,2,52,1
NO,13794,7,5,8,6,7,8,7,3,2,20,2
NO,13800,7,4,4,4,3,6,4,4,1,44,2
NO,13812,7,4,8,7,3,9,6,3,2,71,1
NO,13824,7,6,8,10,5,10,4,1,2,47,2
NO,13830,7,3,7,7,6,7,6,3,1,49,1
NO,13842,7,1,8,9,8,8,4,3,1,72,1
NO,13848,7,1,9,9,6,9,6,4,2,53,2
NO,13866,7,3,8,9,8,7,4,3,2,62,1
NO,13902,7,0,9,9,10,10,7,3,1,21,2
NO,13908,7,4,8,8,9,9,6,3,2,48,1
NO,13920,7,5,7,7,8,8,4,3,2,42,1
NO,13926,7,1,7,7,7,9,4,2,1,44,1
NO,13932,7,0,7,8,6,6,7,4,1,24,2
NO,13944,7,2,9,8,8,10,6,3,2,44,1
NO,13950,7,3,9,9,9,8,6,3,1,58,1
NO,13962,7,0,6,6,7,10,3,2,2,36,2
NO,13968,7,6,9,7,8,7,7,4,2,67,2
NO,13980,7,5,6,9,5,7,6,3,2,28,1
NO,13986,7,7,6,6,7,8,7,4,1,17,2
NO,14004,7,7,4,6,5,3,6,2,2,19,2
NO,14076,7,4,5,8,6,8,6,3,2,21,2
NO,14124,7,4,8,8,6,8,4,3,2,78,2
NO,14148,7,2,7,8,5,7,5,3,2,43,1
NO,14160,7,3,5,4,6,7,6,3,1,38,1
NO,14166,7,4,10,9,7,9,7,3,1,44,1
NO,14214,7,5,7,7,5,7,5,3,1,57,1
NO,14310,7,2,7,7,5,8,6,3,2,71,1
NO,14346,7,1,9,7,8,7,4,2,2,50,2
NO,14412,7,4,8,8,8,7,6,5,1,63,1
NO,14418,7,1,6,10,5,7,4,2,1,55,1
NO,14424,7,3,5,7,7,10,7,3,1,49,1
NO,14436,7,5,10,9,9,9,5,2,2,71,1
NO,14448,7,1,5,3,3,8,7,4,2,43,1
NO,14460,7,1,9,7,9,9,5,2,1,54,1
NO,14466,7,2,8,7,8,9,7,3,1,42,1
NO,14472,7,6,7,7,6,7,4,2,1,55,1
NO,14484,7,7,7,7,8,8,4,3,2,69,2
NO,14508,7,3,6,9,7,7,7,3,2,17,2
NO,14514,7,4,5,8,5,7,3,2,1,56,1
NO,14556,7,4,7,3,7,10,6,1,1,48,1
NO,14586,7,7,9,10,7,8,5,2,2,67,1
NO,14646,7,3,8,8,5,4,5,3,2,35,1
NO,14658,7,6,8,8,7,9,5,3,2,47,1
NO,14682,7,3,8,8,9,9,4,3,2,41,1
NO,14730,7,4,4,3,3,4,6,1,2,46,1
NO,14754,7,2,7,8,4,8,6,2,1,27,1
NO,14766,7,0,5,8,9,9,5,3,1,49,1
NO,14784,7,0,8,8,8,8,6,3,1,93,1
NO,14808,7,2,7,5,8,9,6,3,1,21,2
NO,14814,7,6,8,8,8,8,3,2,2,63,1
NO,14838,7,3,5,6,6,10,5,4,1,40,1
NO,14862,7,0,7,10,3,10,4,4,2,74,2
NO,14904,7,1,5,5,7,6,6,2,1,43,1
NO,15012,7,6,0,2,2,8,6,4,2,61,2
NO,15024,7,3,4,7,5,9,7,3,1,33,2
NO,15030,7,0,6,6,5,8,6,4,1,56,1
NO,15078,7,5,9,9,5,8,7,3,2,61,2
NO,15084,7,3,9,9,6,9,6,4,1,65,1
NO,15096,7,5,8,8,6,7,7,2,2,40,1
NO,15108,7,4,7,7,7,8,3,2,1,55,1
NO,15144,7,1,6,0,3,10,7,5,2,48,2
NO,15150,7,7,7,8,7,10,4,2,1,72,1
NO,15168,7,5,8,7,8,8,6,3,1,43,1
NO,15210,7,2,7,7,6,8,6,3,1,40,1
NO,15282,7,1,6,7,5,6,6,3,1,48,1
NO,15318,7,6,7,7,7,9,4,2,1,50,2
NO,15330,7,3,8,8,8,9,6,3,1,22,2
NO,15372,7,2,8,9,9,8,7,3,1,53,1
NO,15402,7,2,5,6,6,9,4,3,1,73,1
NO,15456,7,4,8,9,5,7,4,3,1,54,2
NO,15474,7,6,7,5,8,8,5,3,1,39,1
NO,15480,7,3,8,8,7,8,6,3,2,34,1
NO,15516,7,4,3,6,6,8,6,3,1,50,2
NO,15534,7,5,7,7,4,8,6,3,2,59,1
NO,15558,7,5,8,7,5,8,6,3,2,26,2
NO,15588,7,1,6,7,6,9,6,3,2,29,1
NO,15630,7,7,1,5,2,9,3,5,1,69,1
NO,15636,7,6,5,5,3,8,7,4,2,29,1
NO,15642,7,3,7,5,5,8,7,5,2,19,2
NO,15660,7,3,7,7,7,8,5,3,1,42,1
NO,15672,7,6,8,8,5,8,5,3,1,63,1
NO,15684,7,3,7,6,6,8,7,4,2,18,2
NO,15702,7,2,4,4,3,6,4,3,1,31,1
NO,15720,7,4,5,7,6,9,5,3,2,53,1
NO,15738,7,5,8,9,8,8,6,3,1,67,2
NO,15768,7,7,9,7,5,9,7,3,1,24,2
NO,15804,7,3,6,5,4,8,6,4,1,39,1
NO,15810,7,1,4,6,4,7,5,2,2,59,1
NO,15816,7,1,9,9,7,9,6,4,2,33,1
NO,15876,7,3,3,5,7,7,2,1,1,49,1
NO,15906,7,0,5,5,3,9,6,2,1,22,2
NO,15936,7,0,8,8,9,8,6,2,2,40,1
NO,15996,7,7,5,3,7,1,7,3,2,17,2
NO,16002,7,1,7,7,5,8,4,2,2,42,1
NO,16044,7,4,7,6,6,8,7,2,1,31,2
NO,16068,7,2,6,6,5,8,6,4,1,42,1
NO,16092,7,4,8,7,3,8,4,4,1,53,1
NO,16098,7,5,6,6,5,8,3,3,1,73,1
NO,16200,7,7,3,5,5,10,6,2,2,15,2
NO,16206,7,4,8,8,4,8,5,2,2,84,1
NO,16284,7,1,5,6,4,6,7,3,1,17,2
NO,16290,7,7,9,9,9,9,7,3,1,56,1
NO,16308,7,7,8,8,6,8,6,2,2,33,1
NO,16320,7,2,1,7,5,6,7,3,1,25,2
NO,16350,7,5,5,6,3,7,4,2,1,42,1
NO,16356,7,3,10,10,0,10,6,2,1,26,1
NO,16374,7,4,8,8,7,7,6,3,1,60,1
NO,16422,7,5,0,0,5,0,1,1,1,47,2
NO,16470,7,3,7,8,5,8,4,4,1,68,1
NO,16500,7,5,8,9,3,9,6,3,2,24,1
NO,16506,7,6,5,8,5,7,5,2,1,55,1
NO,16512,7,6,8,8,5,8,3,2,1,39,1
NO,16518,7,3,7,7,8,9,6,3,1,47,1
NO,16524,7,3,9,9,9,8,4,2,2,51,1
NO,16548,7,2,8,8,7,7,6,4,2,57,1
NO,16566,7,6,8,5,7,6,6,3,1,52,1
NO,16572,7,6,7,8,7,8,6,2,2,60,1
NO,16584,7,4,8,9,8,7,6,4,1,74,1
NO,16638,7,4,5,6,4,8,6,2,2,63,2
NO,16644,7,5,7,8,6,8,6,5,1,26,1
NO,16680,7,4,5,5,6,7,6,3,1,52,1
NO,16692,7,3,8,8,5,7,7,3,2,42,1
NO,16698,7,5,7,7,7,10,6,3,2,57,1
NO,16740,7,5,7,7,7,10,4,5,1,74,1
NO,16746,7,3,8,7,6,8,5,2,1,26,2
NO,16770,7,6,5,6,3,8,4,2,1,35,1
NO,16776,7,2,7,6,6,7,6,3,1,44,1
NO,16824,7,7,7,7,7,9,5,2,2,81,2
NO,16836,7,5,7,8,5,10,4,3,2,82,1
NO,16860,7,1,8,9,5,9,7,3,1,27,2
NO,16950,7,7,4,6,3,7,7,4,2,26,1
NO,16968,7,4,7,5,7,9,5,1,1,62,1
NO,16974,7,2,8,9,6,8,4,3,2,50,1
NO,16980,7,7,8,8,5,8,4,3,1,57,1
NO,16986,7,5,10,10,8,8,5,3,2,63,2
NO,17064,7,4,8,8,5,9,5,3,1,19,2
NO,17070,7,2,9,8,6,9,4,3,1,64,1
NO,17082,7,2,4,7,5,5,6,3,2,17,2
NO,17118,7,3,7,7,8,9,5,3,1,63,1
NO,17142,7,2,8,6,6,8,4,2,2,41,1
NO,17154,7,3,4,4,5,6,7,5,2,17,2
NO,17190,7,5,8,7,5,8,3,2,2,60,2
NO,17208,7,4,7,8,7,9,4,4,1,49,1
NO,17214,7,2,7,5,5,9,4,3,1,19,2
NO,17220,7,5,7,7,7,9,7,3,2,68,1
NO,17286,7,2,9,9,9,7,5,4,1,40,1
NO,17310,7,7,5,7,9,8,4,2,1,55,1
NO,17328,7,7,5,8,5,6,6,3,2,94,2
NO,17334,7,1,4,2,3,7,6,3,2,20,2
NO,17412,7,5,6,8,3,3,2,1,2,20,1
NO,17436,7,6,8,7,8,8,6,2,2,47,1
NO,17448,7,7,8,6,7,8,6,3,1,70,1
NO,17460,7,5,7,8,7,8,5,2,2,61,1
NO,17484,7,5,7,7,7,7,6,3,1,51,1
NO,17508,7,3,7,7,6,10,4,3,1,65,1
NO,17520,7,4,7,7,6,8,4,3,1,46,1
NO,17544,7,3,9,9,8,8,6,3,2,20,2
NO,17550,7,5,5,5,3,8,2,2,1,53,1
NO,17556,7,6,8,10,9,10,6,4,1,80,1
NO,17634,7,5,5,8,7,10,5,3,2,65,1
NO,17688,7,5,8,7,8,9,7,4,1,17,2
NO,17742,7,7,8,7,7,9,6,2,2,62,1
NO,17754,7,1,9,7,4,10,4,2,2,38,1
NO,17766,7,5,7,7,8,8,4,2,1,63,2
NO,17790,7,1,7,5,7,10,6,3,1,23,1
NO,17802,7,1,6,9,4,9,7,3,1,54,1
NO,17808,7,5,5,7,7,7,4,3,1,54,1
NO,17826,7,5,7,7,5,8,3,2,1,35,1
NO,17832,7,3,8,8,7,9,7,5,2,44,1
NO,17856,7,6,7,5,6,9,6,3,2,76,1
NO,17874,7,4,5,9,8,8,2,2,1,44,2
NO,17880,7,7,3,5,8,7,6,3,2,73,2
NO,17886,7,6,5,8,10,8,4,3,1,92,1
NO,17916,7,2,6,6,3,10,5,3,1,28,2
NO,17922,7,4,7,7,8,10,4,2,2,42,1
NO,17940,7,7,8,10,9,8,6,3,2,32,2
NO,17976,7,3,7,7,6,9,6,3,2,64,1
NO,18000,7,6,7,7,4,4,4,2,2,44,1
NO,18006,7,3,7,7,7,8,3,3,1,43,1
NO,18024,7,2,8,7,9,9,6,3,1,17,2
NO,18066,7,5,7,7,7,8,5,3,1,62,2
NO,18090,7,5,5,5,8,8,6,4,2,38,2
NO,18096,7,2,9,9,7,7,5,3,2,45,1
NO,18120,7,3,9,9,8,9,6,3,1,16,2
NO,18162,7,7,6,7,5,9,5,4,1,69,1
NO,18198,7,2,5,8,5,9,7,3,1,17,2
NO,18204,7,3,7,8,6,8,6,4,1,73,2
NO,18210,7,3,9,7,8,7,7,3,1,34,2
NO,18216,7,2,6,7,3,9,6,3,1,15,2
NO,18222,7,1,8,5,8,7,7,2,2,49,1
NO,18240,7,2,6,8,5,7,3,1,1,75,2
NO,18270,7,1,7,5,3,8,5,2,1,45,2
NO,18306,7,4,3,5,5,7,4,2,1,22,2
NO,18336,7,2,5,5,5,9,6,3,1,62,1
NO,18360,7,5,5,9,7,8,5,3,1,40,1
NO,18390,7,3,10,10,10,9,6,3,1,45,1
NO,18396,7,1,8,9,8,8,5,3,2,45,1
NO,18438,7,7,8,7,7,6,3,1,1,58,1
NO,18480,7,3,8,8,8,8,6,4,2,63,1
NO,18486,7,6,5,7,4,10,6,2,2,21,2
NO,18498,7,3,7,8,8,7,4,3,1,60,2
NO,18540,7,3,5,5,5,5,2,1,1,45,1
NO,18546,7,5,5,7,6,6,6,2,1,45,1
NO,18570,7,4,4,4,5,9,4,3,1,50,2
NO,18576,7,3,8,8,8,7,7,3,1,55,1
NO,18600,7,5,7,7,7,6,3,2,1,60,2
NO,18606,7,4,7,7,5,10,5,2,1,87,1
NO,18618,7,2,5,5,5,9,6,3,2,42,1
NO,18630,7,6,7,4,6,8,7,2,1,18,2
NO,18648,7,3,7,8,7,8,6,4,1,48,1
NO,18684,7,3,10,8,10,10,4,2,2,45,1
NO,18696,7,4,9,9,9,8,6,3,1,67,2
NO,18720,7,2,5,8,5,8,7,3,1,18,2
NO,18744,7,4,8,9,7,7,7,3,2,23,2
NO,18750,7,5,7,8,7,9,6,4,1,25,1
NO,18762,7,4,5,5,3,8,7,3,2,42,1
NO,18774,7,6,8,9,6,10,7,3,2,59,1
NO,18786,7,0,6,9,8,10,7,3,2,20,2
NO,18792,7,6,4,6,5,4,6,2,1,21,2
NO,18798,7,1,8,5,6,9,4,3,1,27,1
NO,18834,7,2,8,6,6,9,6,3,2,46,1
NO,18846,7,2,7,5,4,8,7,4,2,18,2
NO,18858,7,2,5,6,5,10,7,3,1,15,2
NO,18876,7,4,5,4,3,10,6,2,2,22,1
NO,18894,7,4,5,7,4,7,5,2,1,22,2
NO,18900,7,5,2,3,2,10,6,3,1,27,1
NO,18912,7,1,7,7,6,8,7,4,1,49,2
NO,18918,7,3,4,7,4,6,7,3,2,19,2
NO,18942,7,3,5,6,6,9,7,3,1,45,1
NO,19014,7,7,6,8,8,10,5,3,2,89,1
NO,19020,7,7,4,5,4,9,7,4,1,23,1
NO,19038,7,4,6,6,6,8,5,2,1,32,1
NO,19056,7,2,8,9,8,10,6,3,2,75,1
NO,19068,7,4,3,4,3,5,4,3,2,63,1
NO,19092,7,2,7,4,7,7,3,3,1,52,1
NO,19104,7,2,5,8,6,7,6,3,1,38,1
NO,19122,7,4,5,7,5,6,4,3,2,49,1
NO,19140,7,0,8,5,4,8,4,3,1,43,1
NO,19146,7,2,0,0,3,10,2,2,1,37,1
NO,19152,7,2,8,8,8,8,6,3,1,60,1
NO,19170,7,5,5,7,5,8,6,3,1,16,2
NO,19218,7,4,9,8,8,6,4,4,2,51,1
NO,19254,7,5,5,6,8,9,6,4,2,84,2
NO,19278,7,2,8,6,8,8,7,3,1,55,2
NO,19284,7,3,4,5,0,7,6,3,1,82,2
NO,19308,7,6,7,10,8,10,4,3,2,29,1
NO,19320,7,5,8,7,7,10,6,3,1,47,1
NO,19326,7,3,3,5,5,9,7,1,2,38,1
NO,19404,7,1,5,4,6,8,6,2,1,15,2
NO,19416,7,2,7,7,6,7,4,3,1,62,1
NO,19422,7,2,8,7,5,8,3,3,1,33,1
NO,19464,7,4,8,9,4,9,7,5,1,18,2
NO,19500,7,5,7,10,9,10,7,3,1,55,2
NO,19524,7,7,8,8,1,7,4,2,2,83,1
NO,19548,7,5,7,7,6,7,2,3,1,53,1
NO,19596,7,7,8,7,6,5,4,2,1,56,2
NO,19626,7,3,7,5,3,9,4,3,1,55,1
NO,19638,7,0,9,8,8,9,7,3,2,55,1
NO,19656,7,5,6,6,8,7,4,2,2,74,1
NO,19662,7,2,6,5,6,8,4,2,1,23,2
NO,19680,7,2,7,5,8,9,6,5,1,36,2
NO,19686,7,5,7,8,7,4,6,5,1,40,1
NO,19704,7,5,7,7,5,6,6,4,1,25,2
NO,19710,7,4,8,7,6,7,4,3,1,76,1
NO,19716,7,3,7,5,6,8,6,2,1,62,1
NO,19734,7,4,3,4,3,7,7,3,2,22,2
NO,19752,7,2,6,5,6,10,2,1,2,60,2
NO,19758,7,7,5,5,4,2,5,1,2,45,2
NO,19764,7,6,7,9,9,10,6,4,2,71,2
NO,19776,7,5,5,8,8,9,3,1,1,84,1
NO,19824,7,2,5,4,6,8,7,3,2,21,2
NO,19836,7,2,9,8,8,9,6,3,2,55,1
NO,19842,7,4,6,8,8,9,4,2,1,52,1
NO,19872,7,0,4,5,4,7,4,3,2,18,2
NO,19884,7,4,3,5,5,3,5,2,2,49,2
NO,19890,7,6,8,6,4,8,6,4,2,86,2
NO,19896,7,6,6,5,7,6,4,3,1,73,2
NO,19902,7,2,7,7,5,10,4,4,1,57,1
NO,19908,7,1,8,8,7,9,6,2,1,53,2
NO,19950,7,4,8,9,9,10,5,3,1,65,1
NO,19968,7,7,3,5,5,7,6,3,2,65,2
NO,19980,7,5,8,6,7,9,6,3,1,37,1
NO,19998,7,2,8,9,7,9,6,3,1,26,1
NO,20022,7,3,6,4,6,7,6,1,2,22,1
NO,20034,7,4,8,8,7,9,6,3,2,47,1
NO,20076,7,7,8,6,6,8,4,2,1,61,1
NO,20088,7,7,3,6,5,10,6,3,1,74,1
NO,20142,7,5,7,8,5,9,6,3,2,30,1
NO,20154,7,7,3,5,5,5,2,1,2,69,2
NO,20262,7,2,5,6,0,9,4,3,1,57,1
NO,20286,7,3,3,3,5,4,2,1,2,16,2
NO,20328,7,5,7,7,6,8,5,2,1,52,1
NO,20352,7,5,5,9,5,6,4,3,1,72,1
NO,20358,7,3,7,9,7,9,5,3,2,65,1
NO,20370,7,1,8,8,8,10,3,3,2,44,1
NO,20394,7,1,7,7,7,7,7,3,1,24,2
NO,20400,7,7,7,8,5,8,4,1,2,70,2
NO,20412,7,5,8,8,8,8,2,1,1,78,1
NO,20418,7,3,6,5,4,8,6,3,2,18,2
NO,20424,7,4,2,10,6,8,2,3,2,64,2
NO,20436,7,5,8,7,8,9,6,4,2,75,2
NO,20442,7,7,8,5,4,8,6,2,1,56,1
NO,20448,7,3,4,5,7,6,6,3,2,29,1
NO,20460,7,5,8,8,5,10,6,2,2,44,1
NO,20466,7,2,5,5,5,10,6,3,1,53,1
NO,20478,7,7,8,5,7,8,6,2,1,72,2
NO,20484,7,6,6,8,6,7,7,3,1,27,1
NO,20496,7,5,4,5,6,10,4,3,2,62,1
NO,20508,7,0,7,7,7,7,3,2,1,84,2
NO,20514,7,3,7,8,9,6,5,2,1,39,1
NO,20526,7,2,9,4,2,8,5,2,1,21,2
NO,20568,7,5,7,7,6,8,4,3,2,61,1
NO,20580,7,3,7,7,7,9,6,2,1,48,1
NO,20586,7,6,7,7,3,10,4,3,1,78,1
NO,20640,7,4,7,8,7,8,4,3,1,65,1
NO,20646,7,3,8,7,4,8,6,3,1,23,1
NO,20688,7,3,7,6,7,6,6,4,1,35,2
NO,20730,7,7,6,6,5,6,4,2,1,46,1
NO,20742,7,2,5,7,5,5,3,2,2,37,2
NO,20772,7,2,7,8,7,9,6,3,2,65,1
NO,20778,7,4,8,8,8,7,6,3,1,67,1
NO,20808,7,4,7,8,8,9,5,3,2,51,2
NO,20862,7,3,9,8,8,8,6,2,2,24,2
NO,20892,7,5,7,9,7,9,4,4,1,70,1
NO,20910,7,6,5,6,3,8,7,2,2,39,1
NO,20922,7,5,3,3,4,9,6,4,2,72,2
NO,20928,7,4,8,8,7,7,7,4,1,29,2
NO,20934,7,7,0,4,5,9,6,3,2,44,1
NO,20970,7,5,7,8,7,7,6,3,1,82,1
NO,20988,7,4,7,6,4,9,3,2,1,39,1
NO,20994,7,3,3,4,6,10,6,3,1,60,1
NO,21042,7,6,7,7,6,8,7,3,2,25,1
NO,21114,7,2,1,4,9,10,7,3,1,21,2
NO,21168,7,1,8,8,7,8,6,3,1,36,2
NO,21210,7,3,8,7,9,8,3,2,1,46,1
NO,21228,7,4,6,6,4,7,4,3,2,43,1
NO,21234,7,5,7,7,5,7,6,2,1,51,1
NO,21282,7,7,8,10,10,10,7,4,2,81,2
NO,21306,7,0,8,7,7,5,6,2,2,22,2
NO,21318,7,2,7,9,7,8,6,4,2,51,1
NO,21402,7,2,10,8,7,9,4,3,1,47,1
NO,21414,7,7,7,10,9,10,6,2,1,82,1
NO,21462,7,3,6,7,7,3,4,2,2,48,2
NO,21468,7,4,6,8,5,3,4,2,2,40,2
NO,21492,7,2,9,9,6,9,6,3,2,53,1
NO,21540,7,6,4,7,3,4,7,3,2,18,1
NO,21564,7,6,3,2,7,8,3,2,1,70,1
NO,21576,7,4,7,7,6,7,7,3,2,58,1
NO,21582,7,0,5,5,7,5,3,2,1,69,2
NO,21594,7,3,5,7,6,9,7,2,1,16,2
NO,21606,7,3,5,5,5,10,6,3,1,34,1
NO,21696,7,7,6,6,5,10,4,3,2,31,1
NO,21726,7,1,5,7,6,9,6,2,1,32,1
NO,21738,7,7,4,6,2,5,3,2,1,42,2
NO,21768,7,3,7,7,5,7,5,4,1,41,1
NO,21774,7,2,3,5,5,9,7,2,2,51,2
NO,21798,7,7,8,8,8,9,4,2,1,54,1
NO,21804,7,1,7,5,5,9,7,1,2,25,2
NO,21816,7,5,4,5,7,3,7,3,2,39,2
NO,21822,7,4,7,7,6,8,6,2,1,19,2
NO,21840,7,6,5,6,9,10,6,3,2,67,1
NO,21852,7,5,5,7,5,6,6,3,1,20,1
NO,21882,7,4,8,8,4,8,6,3,1,18,2
NO,21930,7,4,7,7,7,9,4,3,2,55,1
NO,21978,7,5,7,8,5,7,5,2,2,80,1
NO,21984,7,3,6,7,6,10,6,3,2,63,1
NO,22038,7,7,8,8,5,7,5,2,1,55,2
NO,22068,7,4,3,3,4,8,4,3,2,48,1
NO,22074,7,7,1,6,5,9,6,1,1,55,1
NO,22158,7,2,7,5,5,5,4,1,2,32,1
NO,22170,7,3,3,3,5,1,7,3,2,61,2
NO,22176,7,3,6,6,6,7,6,3,2,54,1
NO,22224,7,4,9,8,6,8,6,4,1,51,2
NO,22260,7,1,8,8,5,8,4,2,1,15,2
NO,22266,7,4,5,4,4,10,5,3,2,51,1
NO,22290,7,5,8,7,8,7,6,2,2,68,2
NO,22362,7,3,8,9,6,7,3,2,2,61,1
NO,22386,7,4,5,4,6,9,6,4,2,70,1
NO,22428,7,2,8,7,3,8,6,3,1,16,2
SE,7,6,3,7,7,10,5,6,2,2,96,2
SE,13,6,1,10,10,10,10,5,3,1,92,1
SE,22,6,2,6,6,5,9,4,4,1,92,1
SE,30,6,7,6,8,8,9,7,4,1,90,2
SE,39,6,6,6,8,8,9,5,2,1,90,2
SE,79,6,7,2,2,5,10,7,4,2,87,2
SE,97,6,7,5,5,4,8,5,1,1,86,1
SE,102,6,4,7,5,5,8,6,1,2,85,2
SE,106,6,5,8,5,8,6,3,2,2,85,2
SE,107,6,4,8,8,6,9,6,2,1,85,1
SE,109,6,3,5,3,4,8,5,1,1,86,1
SE,112,6,6,7,8,6,3,4,2,1,85,1
SE,116,6,5,0,0,10,10,7,5,1,85,2
SE,120,6,3,9,9,8,6,5,4,1,84,1
SE,122,6,2,10,8,5,4,2,3,1,84,1
SE,130,6,3,6,7,6,9,7,4,1,84,2
SE,134,6,7,5,7,5,10,2,2,1,84,1
SE,148,6,6,4,9,7,9,6,3,2,83,2
SE,154,6,6,5,7,8,8,6,5,2,83,2
SE,160,6,0,5,7,8,9,2,1,1,82,2
SE,165,6,7,5,8,9,7,5,3,2,82,2
SE,170,6,5,5,5,5,5,5,2,1,81,2
SE,177,6,2,8,8,8,8,4,3,2,81,2
SE,178,6,7,8,5,5,5,1,1,1,81,1
SE,180,6,7,8,10,6,8,6,2,1,81,2
SE,192,6,0,5,8,10,8,6,4,1,80,2
SE,198,6,6,5,8,6,5,6,4,2,80,2
SE,199,6,5,4,8,5,10,4,3,2,81,2
SE,201,6,3,3,6,6,9,6,2,1,80,1
SE,206,6,4,5,7,7,10,4,2,1,81,1
SE,216,6,3,2,2,4,7,5,3,1,80,1
SE,221,6,4,3,7,6,8,4,3,2,79,2
SE,225,6,6,10,8,10,10,6,1,1,80,2
SE,226,6,4,6,8,9,9,6,3,2,80,1
SE,228,6,4,5,8,5,8,7,5,2,79,2
SE,231,6,4,9,9,5,10,6,4,2,79,1
SE,237,6,7,6,8,8,8,6,3,2,78,2
SE,242,6,5,6,3,8,8,2,2,1,78,2
