cntry,idno,year,tvtot,ppltrst,pplfair,pplhlp,happy,sclmeet,sclact,gndr,agea,partner
CH,5,6,3,3,10,5,8,5,4,2,60,1
CH,25,6,6,5,7,5,9,3,2,2,59,1
CH,26,6,1,8,8,8,7,6,3,1,24,2
CH,28,6,4,6,6,7,10,6,2,2,64,1
CH,29,6,5,6,7,5,8,7,2,2,55,1
CH,40,6,3,0,5,2,0,2,2,1,76,1
CH,41,6,2,4,5,3,10,5,2,2,30,1
CH,51,6,2,8,8,8,9,6,4,2,84,2
CH,53,6,4,4,4,8,7,4,2,2,62,1
CH,55,6,1,6,7,7,9,5,2,2,33,1
CH,56,6,4,5,7,7,7,5,3,1,40,1
CH,57,6,4,7,7,4,9,6,2,1,69,1
CH,58,6,2,1,9,7,8,4,3,1,59,2
CH,68,6,4,4,5,3,8,1,2,2,32,1
CH,73,6,5,4,5,5,9,3,3,2,70,1
CH,81,6,4,5,7,7,8,3,3,1,61,1
CH,82,6,2,7,7,7,6,6,3,1,30,1
CH,84,6,0,9,7,8,9,5,4,1,21,2
CH,86,6,2,6,6,6,8,4,3,2,36,1
CH,87,6,7,3,4,4,7,6,4,1,51,1
CH,96,6,1,8,8,6,8,7,4,1,25,2
CH,98,6,2,7,7,8,9,6,3,1,62,1
CH,104,6,2,4,8,8,9,6,2,2,20,2
CH,108,6,0,7,7,4,9,4,2,2,22,1
CH,117,6,0,6,7,5,7,6,2,2,32,1
CH,118,6,2,7,6,5,8,4,3,2,35,1
CH,119,6,0,5,8,6,9,4,2,2,26,1
CH,121,6,2,8,8,8,10,6,3,2,35,1
CH,133,6,7,8,5,5,8,5,3,2,54,1
CH,135,6,6,8,8,3,5,6,1,2,38,2
CH,137,6,3,2,3,2,9,5,2,1,38,1
CH,148,6,0,5,6,10,10,6,2,2,82,2
CH,149,6,5,8,3,2,6,6,3,1,69,2
CH,161,6,1,7,7,8,6,4,3,2,24,2
CH,162,6,7,7,6,8,8,6,2,2,53,1
CH,168,6,2,6,6,7,8,6,3,2,46,2
CH,177,6,4,5,8,8,8,4,3,1,38,1
CH,179,6,4,7,7,3,9,6,3,1,47,1
CH,180,6,6,5,7,4,7,4,2,1,72,1
CH,185,6,2,4,4,5,9,7,3,1,22,2
CH,200,6,2,9,7,7,9,7,2,1,16,2
CH,216,6,1,7,5,7,7,7,3,1,20,2
CH,218,6,0,8,8,7,9,5,2,1,42,1
CH,219,6,5,7,7,7,8,7,3,2,16,2
CH,220,6,4,7,7,7,8,6,3,1,57,2
CH,231,6,2,8,8,7,8,6,4,2,45,1
CH,232,6,1,8,8,6,9,4,4,1,28,1
CH,251,6,3,5,5,4,6,3,2,1,85,1
CH,257,6,2,7,5,6,8,6,3,1,48,1
CH,258,6,2,9,9,8,9,5,2,1,85,2
CH,260,6,6,0,1,5,6,2,1,2,52,2
CH,261,6,2,3,5,5,8,5,3,2,30,2
CH,270,6,2,6,8,8,10,5,3,2,51,1
CH,271,6,1,10,9,9,7,6,2,2,29,1
CH,273,6,2,7,8,7,8,5,3,1,51,1
CH,279,6,1,8,8,5,8,5,3,1,62,2
CH,295,6,0,6,9,6,10,4,3,2,27,1
CH,297,6,3,8,9,4,8,6,3,1,42,2
CH,303,6,3,6,3,7,9,7,2,2,47,1
CH,308,6,0,8,6,6,9,4,2,2,24,2
CH,318,6,4,8,8,5,10,5,3,1,79,1
CH,322,6,3,5,7,4,9,5,3,2,70,1
CH,323,6,3,3,3,3,9,3,2,2,44,1
CH,332,6,7,6,7,5,8,4,2,2,70,1
CH,333,6,2,3,3,3,8,6,3,1,30,1
CH,339,6,4,4,7,8,6,7,5,2,92,2
CH,345,6,2,7,7,3,9,5,3,1,45,1
CH,354,6,5,4,7,6,7,3,2,1,50,1
CH,357,6,2,7,7,8,8,5,3,2,37,1
CH,359,6,1,7,6,7,8,6,3,1,48,1
CH,362,6,3,1,6,5,9,4,3,1,64,1
CH,369,6,5,8,5,4,10,5,3,1,75,1
CH,380,6,1,5,7,3,10,4,5,1,20,2
CH,400,6,0,7,8,8,9,6,3,2,45,1
CH,402,6,6,4,6,2,8,4,2,2,79,2
CH,404,6,2,4,5,3,8,5,3,1,47,2
CH,405,6,2,8,7,9,10,3,3,1,19,2
CH,407,6,2,8,8,5,9,5,2,1,52,1
CH,412,6,2,5,5,8,6,4,2,1,60,1
CH,417,6,4,2,5,4,9,4,3,2,31,2
CH,420,6,2,4,5,5,9,7,3,2,35,2
CH,422,6,1,7,8,4,6,2,2,1,48,1
CH,425,6,3,0,2,0,8,6,3,2,37,2
CH,427,6,4,6,5,4,10,6,3,2,65,1
CH,430,6,3,6,3,3,7,7,5,1,68,1
CH,434,6,3,5,5,2,1,5,2,1,27,2
CH,441,6,5,5,8,8,5,6,2,2,84,2
CH,443,6,7,4,3,1,8,4,2,2,40,2
CH,444,6,2,8,7,5,9,6,4,1,28,1
CH,447,6,5,3,5,4,7,3,3,1,58,1
CH,448,6,2,7,8,6,7,2,2,1,58,1
CH,456,6,2,4,7,5,7,2,2,2,39,1
CH,457,6,0,8,8,8,8,4,2,2,20,2
CH,459,6,3,8,5,7,7,6,2,1,32,1
CH,461,6,3,6,7,7,8,6,3,1,16,2
CH,471,6,0,8,8,7,10,5,3,2,36,1
CH,476,6,2,5,3,2,8,6,3,1,67,2
CH,481,6,5,7,5,4,7,7,3,1,23,2
CH,491,6,5,7,6,6,7,6,3,2,69,1
CH,494,6,1,5,7,7,10,6,3,2,45,1
CH,496,6,5,4,6,6,7,3,2,1,45,1
CH,497,6,2,10,8,8,10,7,3,1,56,1
CH,498,6,6,3,3,5,7,4,2,1,39,1
CH,501,6,4,9,9,9,10,5,2,1,59,1
CH,502,6,1,4,5,10,10,6,3,1,42,1
CH,503,6,1,9,8,8,9,7,3,1,23,2
CH,504,6,6,7,5,5,9,6,2,2,75,1
CH,506,6,3,3,7,5,8,2,3,2,78,2
CH,508,6,3,6,4,3,8,3,1,1,57,1
CH,509,6,0,5,5,3,9,6,3,2,33,1
CH,512,6,4,5,5,9,8,6,3,2,55,1
CH,516,6,2,8,7,8,9,5,3,2,32,1
CH,520,6,7,5,8,6,8,6,2,2,83,2
CH,522,6,2,5,5,6,10,4,3,1,24,2
CH,524,6,3,6,5,8,9,5,3,1,74,1
CH,526,6,0,7,6,8,9,6,2,2,25,2
CH,539,6,6,6,5,6,9,6,3,1,46,1
CH,546,6,2,7,7,7,8,4,4,2,49,1
CH,551,6,3,7,5,3,7,4,1,1,68,1
CH,563,6,1,6,7,6,9,6,3,2,37,1
CH,569,6,4,7,8,5,8,6,4,2,58,1
CH,570,6,3,7,8,7,8,6,3,2,19,2
CH,575,6,3,7,4,4,9,7,3,1,21,2
CH,576,6,3,4,3,3,7,2,1,2,45,2
CH,578,6,5,5,7,7,10,4,2,2,43,1
CH,581,6,2,5,5,3,8,7,5,1,32,2
CH,586,6,5,7,6,4,8,4,3,1,68,1
CH,587,6,3,5,8,8,9,5,1,2,86,2
CH,590,6,4,5,4,3,7,4,3,2,50,1
CH,597,6,6,4,2,5,8,4,3,1,65,1
CH,600,6,4,5,6,3,8,6,3,2,61,1
CH,605,6,4,3,6,5,7,6,3,1,60,1
CH,606,6,1,4,4,3,8,3,3,2,62,1
CH,607,6,6,4,6,8,8,5,3,2,74,1
CH,609,6,6,4,8,5,7,6,2,2,42,1
CH,610,6,2,7,5,5,9,5,2,2,51,1
CH,613,6,2,7,8,5,7,7,3,1,24,2
CH,618,6,3,5,7,8,8,6,3,2,50,1
CH,625,6,5,3,4,4,10,6,3,2,67,1
CH,630,6,1,8,10,7,8,6,3,1,55,1
CH,633,6,1,6,8,6,8,6,3,2,23,1
CH,637,6,4,6,8,9,9,6,2,2,60,1
CH,643,6,1,8,7,7,8,6,2,1,44,1
CH,646,6,6,8,7,6,9,6,2,2,42,1
CH,648,6,1,5,5,5,7,4,3,2,37,2
CH,655,6,3,1,4,5,5,6,2,2,45,2
CH,658,6,1,7,8,6,10,4,3,1,27,1
CH,660,6,3,5,5,4,8,4,5,1,59,1
CH,663,6,0,6,8,4,9,4,4,2,57,1
CH,666,6,1,8,10,3,8,6,3,1,58,2
CH,675,6,2,7,7,5,7,4,4,2,47,1
CH,676,6,5,6,0,5,10,3,2,2,91,2
CH,680,6,3,7,8,7,8,6,2,2,16,2
CH,684,6,1,8,8,7,9,6,3,2,34,1
CH,685,6,7,7,7,2,5,6,1,1,60,2
CH,690,6,1,5,7,3,9,5,3,2,51,1
CH,692,6,7,4,7,4,6,3,4,2,68,2
CH,693,6,4,3,6,4,4,2,1,1,36,1
CH,696,6,4,7,4,5,7,5,3,2,51,1
CH,697,6,6,3,4,5,6,5,2,1,65,1
CH,698,6,0,7,7,4,9,6,1,2,37,1
CH,701,6,1,5,6,8,5,4,2,2,58,2
CH,703,6,7,6,8,7,8,7,3,1,22,2
CH,706,6,5,4,5,4,6,2,1,1,39,1
CH,707,6,4,2,5,4,9,6,4,2,23,2
CH,708,6,1,7,2,3,8,6,3,1,68,1
CH,709,6,6,6,7,8,8,7,2,1,65,1
CH,711,6,3,3,3,3,9,6,4,2,40,1
CH,713,6,2,0,0,5,10,5,1,2,28,1
CH,714,6,3,6,8,6,9,6,4,1,17,2
CH,716,6,1,0,5,5,10,6,2,2,52,1
CH,717,6,3,6,4,10,10,2,2,2,32,1
CH,720,6,1,5,7,7,7,6,4,1,54,2
CH,722,6,1,4,9,8,8,6,3,2,31,1
CH,724,6,0,8,8,7,10,5,3,2,55,1
CH,728,6,3,5,5,3,5,3,2,1,76,1
CH,729,6,3,4,8,5,7,5,3,2,69,2
CH,730,6,6,3,6,4,9,6,4,2,23,2
CH,733,6,7,5,0,3,8,7,3,1,41,1
CH,740,6,3,2,4,4,7,4,2,1,39,1
CH,741,6,3,7,7,7,8,3,3,1,63,1
CH,743,6,5,5,7,5,8,7,3,2,44,1
CH,747,6,2,5,8,8,10,6,3,2,69,1
CH,748,6,3,9,7,7,9,6,3,2,45,2
CH,757,6,5,4,4,5,8,6,2,2,51,1
CH,759,6,4,5,5,4,9,6,3,1,43,1
CH,760,6,1,6,8,8,9,5,3,1,48,1
CH,761,6,6,7,8,5,10,6,4,1,62,1
CH,762,6,1,7,5,8,8,7,4,1,16,2
CH,764,6,0,6,7,7,9,6,3,2,36,1
CH,770,6,3,9,9,9,8,6,4,2,74,1
CH,771,6,2,7,8,6,9,4,2,2,56,1
CH,774,6,2,5,6,5,9,5,3,2,70,1
CH,778,6,3,6,7,7,7,3,1,2,35,1
CH,779,6,3,5,8,4,8,4,3,1,41,1
CH,781,6,4,4,4,5,3,5,2,1,78,1
CH,788,6,1,5,5,7,8,6,3,1,41,1
CH,790,6,3,4,8,6,8,3,4,1,62,1
CH,793,6,2,7,9,8,10,5,3,1,67,1
CH,796,6,3,9,8,8,8,3,2,1,53,1
CH,797,6,1,5,6,5,7,7,2,1,59,1
CH,800,6,0,8,6,5,8,6,1,2,35,1
CH,801,6,0,8,8,3,7,6,2,1,53,2
CH,803,6,0,9,6,6,8,7,4,2,64,2
CH,809,6,3,7,7,7,9,6,3,1,56,1
CH,810,6,7,2,3,6,10,6,3,2,38,1
CH,814,6,3,0,0,3,8,7,3,2,45,1
CH,817,6,7,2,3,7,9,5,2,1,75,1
CH,819,6,5,5,4,4,6,7,4,1,28,2
CH,821,6,4,1,7,3,9,6,4,1,57,1
CH,824,6,2,6,7,3,9,3,2,1,25,1
CH,827,6,3,4,6,4,10,6,4,2,52,1
CH,834,6,5,6,6,5,8,6,3,2,50,1
CH,838,6,5,7,7,5,9,4,3,2,31,1
CH,842,6,2,5,9,6,6,6,4,2,31,1
CH,844,6,2,6,6,5,8,6,2,1,73,2
CH,847,6,4,6,7,7,7,6,3,2,43,1
CH,850,6,1,7,8,8,9,6,1,1,60,1
CH,852,6,3,6,5,6,6,4,2,1,72,2
CH,857,6,3,4,7,9,9,6,3,1,25,1
CH,858,6,3,7,6,5,8,5,3,2,35,1
CH,860,6,3,5,5,7,9,6,2,2,16,2
CH,861,6,2,7,4,7,9,5,3,2,29,1
CH,862,6,3,4,3,3,10,2,2,1,68,1
CH,875,6,1,9,10,9,9,6,3,1,33,1
CH,877,6,4,6,4,6,8,2,1,1,26,1
CH,880,6,2,8,8,9,8,6,3,2,36,2
CH,881,6,4,4,8,8,8,6,2,2,16,2
CH,883,6,5,8,8,4,9,5,3,1,67,1
CH,893,6,2,9,9,9,10,7,3,1,23,2
CH,898,6,5,6,8,6,8,4,1,2,79,1
CH,900,6,1,8,7,6,8,5,2,1,57,1
CH,903,6,5,5,4,5,8,4,3,2,57,2
CH,908,6,3,2,2,3,8,4,2,1,80,2
CH,910,6,4,4,5,7,8,6,1,1,81,2
CH,911,6,3,7,7,5,7,6,4,1,35,1
CH,912,6,2,6,8,6,8,5,1,1,47,1
CH,920,6,2,3,7,6,2,4,2,2,68,1
CH,923,6,3,8,8,8,10,7,4,2,63,1
CH,924,6,0,8,8,7,8,3,1,1,52,1
CH,927,6,2,3,4,4,5,6,2,1,51,1
CH,931,6,0,8,7,5,7,6,2,1,19,2
CH,934,6,7,2,7,7,5,5,2,2,71,2
CH,937,6,0,7,7,5,9,7,3,2,42,1
CH,939,6,4,6,8,8,7,6,3,2,21,2
CH,941,6,5,6,8,9,8,4,1,1,71,1
CH,944,6,4,7,8,5,8,7,2,2,17,2
CH,947,6,3,7,5,2,7,5,4,1,74,1
CH,951,6,2,1,6,3,3,7,3,1,23,2
CH,953,6,1,5,7,7,7,6,3,2,63,1
CH,955,6,5,5,5,7,8,4,3,2,81,1
CH,961,6,7,5,10,10,10,5,3,2,82,1
CH,962,6,5,3,3,3,7,4,2,1,34,1
CH,963,6,2,3,4,7,5,6,3,1,22,2
CH,966,6,6,4,6,6,4,3,2,2,30,1
CH,967,6,3,5,10,6,10,4,1,2,54,1
CH,976,6,2,5,8,8,10,6,5,2,52,1
CH,979,6,6,4,5,4,8,4,3,1,80,1
CH,980,6,3,5,5,5,7,6,3,2,26,1
CH,987,6,4,6,8,6,8,6,3,1,52,2
CH,990,6,3,8,7,9,6,3,2,2,74,1
CH,1001,6,5,4,7,6,9,3,3,1,76,1
CH,1009,6,2,7,8,6,9,5,3,1,58,2
CH,1016,6,6,4,5,5,9,5,3,2,42,1
CH,1017,6,7,4,8,3,10,1,1,2,70,1
CH,1027,6,2,5,5,7,8,5,5,2,48,2
CH,1029,6,4,2,1,3,10,6,5,1,79,2
CH,1031,6,0,9,9,6,10,6,5,1,42,1
CH,1033,6,7,3,3,2,10,6,3,2,28,1
CH,1035,6,3,8,7,7,8,6,4,1,43,1
CH,1036,6,5,5,9,10,10,5,3,1,40,1
CH,1037,6,6,3,4,4,9,6,2,1,24,2
CH,1041,6,5,5,7,5,9,6,2,1,69,1
CH,1043,6,5,5,8,5,10,2,4,1,72,1
CH,1044,6,7,2,5,8,8,6,1,1,84,2
CH,1046,6,2,1,8,8,9,3,3,1,48,1
CH,1049,6,1,5,7,6,10,4,4,2,85,1
CH,1050,6,3,7,7,10,10,6,2,1,51,1
CH,1051,6,0,4,8,3,8,5,2,2,49,2
CH,1052,6,2,5,8,7,8,6,3,2,19,2
CH,1060,6,7,2,4,1,7,6,2,2,44,1
CH,1061,6,4,1,9,10,8,6,4,2,68,1
CH,1062,6,5,8,7,5,9,6,4,2,39,1
CH,1063,6,1,4,5,7,9,4,2,2,27,1
CH,1066,6,6,3,7,9,6,4,3,1,51,1
CH,1067,6,2,8,8,7,9,6,3,1,24,1
CH,1072,6,3,2,4,4,8,4,2,2,35,1
CH,1076,6,0,7,7,6,9,5,4,1,48,2
CH,1083,6,5,6,6,4,6,2,3,2,43,1
CH,1086,6,1,7,8,6,8,4,2,1,23,2
CH,1088,6,3,5,6,7,8,7,2,1,27,2
CH,1090,6,7,7,8,6,8,7,4,2,51,1
CH,1107,6,5,3,6,5,8,6,4,2,38,2
CH,1117,6,7,5,8,5,7,5,2,1,79,2
CH,1118,6,0,7,7,5,8,4,2,2,34,1
CH,1127,6,7,3,8,9,10,6,2,2,89,2
CH,1133,6,3,8,8,8,9,6,3,2,48,1
CH,1134,6,6,7,5,0,5,4,2,1,86,1
CH,1135,6,2,6,7,7,8,6,3,1,41,1
CH,1137,6,1,6,8,6,8,6,3,2,16,2
CH,1138,6,2,5,6,4,7,4,3,1,34,1
CH,1141,6,6,5,7,8,9,5,3,2,58,1
CH,1144,6,0,8,8,7,8,6,3,2,42,1
CH,1148,6,2,3,4,3,6,5,3,2,31,2
CH,1152,6,2,5,8,7,10,6,3,1,60,1
CH,1154,6,4,4,5,6,8,5,2,1,70,1
CH,1159,6,5,5,5,3,6,5,2,1,46,1
CH,1164,6,1,9,9,7,9,6,2,2,34,1
CH,1168,6,6,5,5,2,8,7,3,2,41,1
CH,1173,6,2,3,5,4,9,5,2,2,43,1
CH,1174,6,3,8,7,5,9,3,3,1,48,1
CH,1182,6,2,6,8,8,9,2,2,2,47,1
CH,1183,6,4,4,4,3,9,6,3,2,42,1
CH,1189,6,2,7,9,7,9,5,3,2,56,1
CH,1194,6,4,8,8,6,8,6,3,2,58,1
CH,1198,6,0,8,8,7,8,4,2,2,42,2
CH,1201,6,1,8,8,7,9,6,3,1,40,1
CH,1208,6,0,8,8,4,9,6,4,2,38,1
CH,1209,6,1,4,7,7,8,4,2,1,62,1
CH,1217,6,2,5,7,4,10,6,2,2,19,2
CH,1222,6,2,5,5,7,9,5,2,2,41,1
CH,1223,6,4,8,4,7,10,6,3,2,61,1
CH,1229,6,2,5,7,8,10,6,2,1,54,1
CH,1230,6,0,8,2,5,8,2,3,1,37,1
CH,1233,6,5,10,8,8,9,7,3,1,70,1
CH,1236,6,2,5,8,7,10,4,2,1,74,1
CH,1237,6,4,8,8,8,8,6,3,1,23,2
CH,1240,6,0,8,8,8,9,5,3,2,56,1
CH,1242,6,2,8,9,6,9,7,3,1,46,1
CH,1245,6,5,9,8,8,10,5,2,1,61,1
CH,1247,6,2,2,4,2,3,1,1,2,41,2
CH,1254,6,2,6,4,4,8,6,2,1,27,1
CH,1264,6,3,8,8,7,8,7,3,1,16,2
CH,1265,6,5,8,8,8,9,5,3,2,23,2
CH,1266,6,4,2,2,3,8,5,3,2,17,2
CH,1269,6,1,8,7,7,7,3,3,1,56,1
CH,1278,6,4,2,4,3,6,2,1,1,69,1
CH,1282,6,2,8,8,8,8,3,3,2,32,1
CH,1288,6,3,4,5,7,9,6,2,2,51,2
CH,1290,6,2,7,8,7,9,6,3,1,24,1
CH,1293,6,1,4,8,4,9,6,3,2,58,1
CH,1303,6,4,7,4,8,10,4,3,1,41,1
CH,1306,6,3,7,8,7,8,6,2,1,34,2
CH,1310,6,2,10,10,10,10,6,3,2,68,1
CH,1311,6,4,8,7,10,9,3,2,1,49,1
CH,1312,6,3,7,8,6,9,6,3,1,61,1
CH,1319,6,3,6,7,7,8,5,3,2,60,2
CH,1322,6,1,5,8,7,10,6,1,2,16,2
CH,1328,6,1,5,4,4,9,6,4,1,56,2
CH,1333,6,6,9,8,9,8,4,2,2,69,1
CH,1347,6,4,3,6,3,9,4,3,1,36,1
CH,1349,6,4,6,7,4,7,6,3,2,21,2
CH,1353,6,0,8,8,7,9,5,2,1,56,1
CH,1356,6,5,6,8,7,8,6,2,1,61,1
CH,1361,6,4,4,8,8,8,5,3,1,17,2
CH,1362,6,4,6,8,4,7,5,3,2,73,2
CH,1367,6,3,8,2,5,9,5,3,2,51,1
CH,1369,6,2,5,7,5,7,4,2,1,67,1
CH,1370,6,1,9,9,8,7,3,2,2,54,1
CH,1371,6,5,0,6,5,9,4,3,1,60,1
CH,1375,6,7,4,5,2,7,1,1,1,57,2
CH,1378,6,4,6,6,6,7,6,2,1,31,2
CH,1379,6,2,5,6,7,9,4,2,2,45,2
CH,1382,6,5,2,5,0,10,3,2,2,50,2
CH,1390,6,3,0,0,0,5,2,1,2,61,2
CH,1402,6,1,4,7,7,10,6,3,2,19,2
CH,1404,6,6,8,8,6,8,6,3,2,56,2
CH,1409,6,2,8,8,4,10,4,2,1,36,1
CH,1418,6,2,6,6,4,10,7,3,2,45,1
CH,1431,6,3,7,10,5,7,7,4,2,23,2
CH,1432,6,4,3,5,3,9,6,1,1,69,1
CH,1436,6,3,8,8,7,8,6,3,2,40,1
CH,1439,6,0,5,5,3,8,6,2,1,30,2
CH,1447,6,4,5,7,4,8,6,3,1,20,2
CH,1448,6,2,7,7,7,10,6,3,2,62,1
CH,1449,6,4,5,5,5,10,7,3,2,23,1
CH,1450,6,6,5,3,8,8,4,2,2,61,2
CH,1451,6,3,7,9,8,7,7,2,1,49,1
CH,1453,6,5,7,7,4,8,6,1,2,78,2
CH,1454,6,4,5,4,2,5,4,3,1,76,2
CH,1457,6,2,7,9,9,9,6,3,2,31,2
CH,1463,6,1,7,7,7,9,6,3,2,35,1
CH,1468,6,5,9,8,7,10,6,3,1,30,1
CH,1477,6,2,9,9,10,9,6,3,2,26,1
CH,1478,6,4,3,3,3,7,5,2,1,65,1
CH,1484,6,5,5,5,6,6,3,2,1,61,1
CH,1490,6,3,7,5,3,8,6,2,1,33,1
CH,1495,6,1,5,10,4,8,6,4,2,58,1
CH,1502,6,3,6,7,7,7,6,2,1,74,1
CH,1504,6,2,7,8,7,4,6,4,2,46,2
CH,1505,6,5,6,7,8,8,6,4,2,35,2
CH,1507,6,2,7,8,6,8,5,3,2,51,1
CH,1508,6,0,7,9,8,8,5,3,2,27,2
CH,1510,6,0,6,7,7,8,7,4,2,22,2
CH,1513,6,6,5,5,1,9,6,3,1,34,1
CH,1527,6,5,7,7,7,7,6,1,2,44,1
CH,1530,6,2,8,10,5,8,3,2,2,57,1
CH,1535,6,1,9,5,6,7,3,2,2,43,2
CH,1536,6,5,6,4,5,7,4,2,1,62,1
CH,1542,6,3,8,2,8,9,6,3,2,79,1
CH,1547,6,2,7,7,6,7,6,3,1,16,2
CH,1553,6,6,5,9,5,10,7,2,1,19,2
CH,1554,6,5,5,6,6,8,5,3,2,48,1
CH,1562,6,7,5,8,5,5,7,1,1,65,2
CH,1573,6,4,3,5,3,10,6,2,1,46,2
CH,1577,6,6,4,5,6,7,6,4,2,48,1
CH,1579,6,5,3,5,5,8,5,2,1,41,1
CH,1588,6,6,0,10,10,9,4,2,1,74,1
CH,1594,6,7,4,2,7,7,4,2,1,79,1
CH,1597,6,0,4,5,2,8,5,2,2,41,2
CH,1600,6,2,0,10,10,10,4,3,1,69,1
CH,1603,6,4,3,6,3,7,4,3,2,22,2
CH,1604,6,4,4,1,5,8,6,1,1,18,2
CH,1605,6,0,6,7,7,8,7,3,1,21,2
CH,1615,6,4,2,8,4,9,5,2,2,61,1
CH,1620,6,4,8,9,5,7,4,3,2,64,1
CH,1624,6,0,7,8,7,8,6,3,2,40,1
CH,1637,6,3,6,7,6,10,6,4,2,22,2
CH,1638,6,3,7,7,6,8,5,3,2,46,1
CH,1639,6,3,6,7,5,9,4,3,1,56,2
CH,1643,6,5,3,5,6,9,7,4,1,19,2
CH,1653,6,2,8,8,7,8,6,2,2,31,2
CH,1654,6,2,5,6,5,7,5,4,2,48,2
CH,1657,6,2,3,3,4,8,6,3,2,16,2
CH,1662,6,7,7,8,8,8,6,2,1,19,2
CH,1667,6,2,6,5,4,10,6,3,1,22,2
CH,1668,6,1,8,8,6,8,6,3,1,35,2
CH,1671,6,3,6,5,8,8,6,3,1,16,2
CH,1683,6,6,8,9,8,9,7,4,2,16,2
CH,1686,6,4,7,8,10,9,6,4,1,71,1
CH,1689,6,4,8,6,8,9,6,2,2,40,1
CH,1691,6,6,6,6,8,10,7,3,2,59,1
CH,1693,6,2,4,5,4,8,6,3,1,18,2
CH,1707,6,5,7,10,5,5,6,4,2,92,2
CH,1709,6,3,4,4,5,10,3,3,2,38,1
CH,1718,6,3,5,3,5,8,6,3,2,18,2
CH,1719,6,3,6,6,7,8,5,4,1,20,2
CH,1720,6,2,4,6,6,8,5,3,1,32,2
CH,1723,6,3,8,7,4,10,5,2,1,31,1
CH,1726,6,3,7,4,7,9,2,4,1,57,1
CH,1738,6,3,3,6,4,8,7,2,2,17,2
CH,1743,6,0,7,6,8,10,2,2,2,47,1
CH,1748,6,2,4,5,7,6,2,1,2,48,1
CH,1750,6,3,7,7,5,5,4,2,1,51,1
CH,1753,6,1,3,3,3,7,4,2,1,42,2
CH,1755,6,4,8,8,6,9,4,2,2,38,1
CH,1756,6,0,9,9,7,7,4,3,2,40,2
CH,1757,6,3,6,7,8,8,5,3,1,48,1
CH,1765,6,2,0,5,5,3,3,2,2,86,1
CH,1766,6,6,7,8,4,8,7,3,2,24,2
CH,1769,6,6,7,8,7,10,4,2,2,58,1
CH,1776,6,1,6,5,7,9,6,3,1,33,1
CH,1788,6,4,8,7,7,8,5,3,1,63,1
CH,1790,6,4,5,7,5,7,4,2,1,28,2
CH,1791,6,1,8,9,9,8,6,3,2,39,1
CH,1792,6,3,8,8,6,8,4,2,1,55,1
CH,1797,6,3,5,5,5,7,4,2,2,39,1
CH,1801,6,5,5,4,7,9,6,3,1,82,1
CH,1802,6,7,5,5,2,7,6,3,2,50,2
CH,1803,6,0,5,9,8,8,4,1,2,27,2
CH,1805,6,3,1,5,5,6,6,4,1,81,1
CH,1809,6,4,2,8,6,7,5,3,2,38,1
CH,1815,6,5,6,5,6,8,5,2,2,58,1
CH,1816,6,2,8,7,7,9,6,3,2,32,2
CH,1817,6,0,7,7,7,8,5,3,2,61,1
CH,1819,6,4,6,4,5,8,5,3,2,55,1
CH,1829,6,4,8,8,7,9,4,5,1,89,1
CH,1832,6,3,7,7,7,9,7,4,2,36,1
CH,1849,6,3,6,8,6,9,6,3,2,71,1
CH,1850,6,4,5,7,5,8,7,3,2,56,1
CH,1852,6,1,5,5,3,8,4,2,2,70,1
CH,1854,6,4,5,7,6,9,2,2,1,55,1
CH,1869,6,2,5,7,7,8,6,5,2,45,2
CH,1877,6,1,3,5,4,8,6,3,1,56,2
CH,1888,6,3,5,4,4,7,6,3,2,24,2
CH,1897,6,5,0,4,8,8,7,3,2,33,1
CH,1906,6,5,6,7,4,8,3,3,1,41,1
CH,1914,6,4,5,2,2,8,3,3,1,39,1
CH,1917,6,5,6,5,4,7,5,3,1,46,2
CH,1921,6,3,5,7,4,8,3,3,1,49,1
CH,1924,6,2,3,5,5,8,6,3,1,49,1
CH,1940,6,3,1,3,5,8,6,3,2,19,2
CH,1941,6,4,7,7,7,8,3,3,1,61,1
CH,1943,6,3,9,7,9,9,7,4,2,17,2
CH,1968,6,3,6,4,5,9,6,3,2,59,1
CH,1969,6,2,7,8,8,8,5,3,2,58,2
CH,1971,6,5,5,6,8,8,6,3,2,74,1
CH,1978,6,1,4,4,4,7,4,3,1,42,1
CH,1982,6,3,5,7,8,8,4,4,1,61,2
CH,1991,6,1,6,7,7,9,6,2,2,22,1
CH,1992,6,7,5,2,7,9,5,2,2,61,2
CH,1998,6,4,6,6,8,8,6,3,2,49,1
CH,2000,6,6,3,5,7,7,6,3,2,17,2
CH,2005,6,2,7,10,9,9,6,2,1,37,1
CH,2007,6,5,7,7,7,8,7,2,2,43,1
CH,2008,6,7,3,1,1,8,5,1,1,67,2
CH,2011,6,0,8,7,7,8,5,2,1,43,1
CH,2017,6,2,8,9,9,9,5,3,1,16,2
CH,2020,6,2,3,6,7,7,6,3,1,55,1
CH,2021,6,1,7,8,5,6,3,2,2,56,1
CH,2027,6,2,7,9,5,7,4,1,1,57,1
CH,2028,6,1,4,5,6,8,5,2,1,36,1
CH,2041,6,2,9,9,8,7,6,3,1,40,2
CH,2049,6,3,3,5,7,10,5,2,2,47,1
CH,2052,6,2,4,4,5,10,6,2,2,56,2
CH,2060,6,2,5,8,6,8,5,3,1,53,1
CH,2062,6,5,4,6,7,7,4,2,1,28,1
